UID,Year,Site,Zone,Quadrat,Acrosiphonia,Ahnfeltia.fastigiata,Alaria.marginata,Analipus.japonicus,Anemone,Antithamnion.defectum,Antithamnionella.spp.,Bangia.sp.,Barnacles,Blidingia,Bossiella_articulate,Bryozoan,Calliarthron.tuberculosum,Callithamnion.pikeanum,Callophyllis.sp.,Ceramium.codicola,Ceramium.pacificum,Chaetomorpha.cannabina,Chamberlainium.tumidum,Chiharaea.rhododactyla,Chiharaea.silvae,Cladophora.columbiana,Cladophora.sericea,Codium.fragile,Codium.setchellii,Collinsiella.tuberculata,Colpomenia.peregrina,Corallina,coralline.crust,Costaria.costata,Cryptosiphonia.woodii,Cumathamnion.decipiens,Dactylosiphon.bullosus,Desmarestia.aculeata,Desmarestia.ligulata,Dilsea.californica,Ectocarpus.commensalis,Ectocarpus.sp.,Egregia.menziesii,Elachista.fucicola,Endocladia.muricata,Erythrotrichia.carnea,Farlowia.mollis,Fucus.distichus,Gloiopeltis.furcata,Halosaccion.glandiforme,Hedophyllum.nigripes,Hedophyllum.sessile,Herposiphonia.plumula,Hildenbrandia,Hydroid,Hymenena.spp.,Johansenia.macmillanii,Laminaria.setchellii,Laminaria.yezoensis,Leathesia.marina,Lithothamnion.glaciale,Lithothamnion.phymatodeum,Lomentaria.hakodatensis,Mastocarpus,Mazzaella.oregona,Mazzaella.parksii,Mazzaella.parvula,Mazzaella.splendens,Melanosiphon.intestinalis,Melobesia.sp.,Mesophyllum.vancouveriense,Microcladia.borealis,Monostroma.grevillei,Mytilus.sp.,Nemalion.helminthoides,Neogastroclonium.subarticulatum,Neopolyporolithon.reclinatum,Neorhodomela.aculeata,Neorhodomela.larix,Neorhodomela.oregona,Nereocystis.luetkeana,Odonthalia.floccosa,Odonthalia.floccosa.f..comosa,Opuntiella.californica,Osmundea.spectabilis,Palmaria.hecatensis,Palmaria.mollis,Petrocelis,Peyssonnelia.sp.,Phyllospadix.spp.,Plocamium.pacificum,Plocamium.violaceum,Pododesmus.sp.,Pollicipes.polymerus,Polyneura.latissima,Polysiphonia,Prionitis,Pterocladiella.caloglossoides,Pterygophora.californica,Ptilota.filicina,Pylaiella.littoralis,Pyropia,Ralfsioid,Rhizoclonium.tortuosum,Rhodochorton.purpureum,Salishia.firma,Savoiea.robusta,Schizymenia.pacifica,Scytosiphon.dotyi,Scytosiphon.lomentaria,Smithora.naiadum,Soranthera.ulvoidea,Sphacelaria.rigidula,Styela.sp.,Symphyocladiella.dendroidea,Tokidadendron.bullatum,Tube.worms,Tunicata/Porifera,Ulva,Unknown.crust,Date,Meter.point,Sampler,Recorder,Bedrock,Boulder,Cobble,Sand.Gravel.Pebble,Water,SiteHeightYear,SUBSTRATE.ROCK,SUBSTRATE.SAND,WATER,Pebble,SAND.SCOUR,SUBSTRATE.Clam.shell,Shore_height_cm,Lat,Long
Fifth Beach LOW 2015 10,2015,Fifth Beach,LOW,10,0.5,0,11,1,0,0,0,0,0,0,6,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,10,0,49,0,11,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2015-06-16,23,PTM,PTM,NA,NA,NA,NA,NA,Fifth Beach LOW 2015,100,0,4,NA,NA,NA,202,51.6407687514185,-128.15694750839901
Fifth Beach LOW 2015 2,2015,Fifth Beach,LOW,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0.5,18,0,0,0,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,36,0,0.5,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0,2015-06-16,3,SCL,SCL,NA,NA,NA,NA,NA,Fifth Beach LOW 2015,100,67,0,NA,NA,NA,137,51.6408446485905,-128.156685502367
Fifth Beach LOW 2015 3,2015,Fifth Beach,LOW,3,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-06-16,4,SS,LML,NA,NA,NA,NA,NA,Fifth Beach LOW 2015,100,72,0,NA,NA,NA,134,51.6408408582381,-128.156698602173
Fifth Beach LOW 2015 4,2015,Fifth Beach,LOW,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,19,0,0,0,8,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,45,0,2.5,0,0,0.5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,2015-06-16,7,SS,LML,NA,NA,NA,NA,NA,Fifth Beach LOW 2015,100,26,0,NA,NA,NA,166,51.6408294692012,-128.156737903354
Fifth Beach LOW 2015 5,2015,Fifth Beach,LOW,5,0,0,0,0,0.5,0,0,0,0,0,1.5,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0.5,0,0,20,0,0,0,0.5,0,0,0,0,0,0,17,0,0,18,0,0,0,0,0,0,0,6,0,18,0,0,4,0,0,0,0,8,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,1,0,2015-06-16,8,SCL,SCL,NA,NA,NA,NA,NA,Fifth Beach LOW 2015,100,8,2,NA,NA,NA,115,51.6408256788532,-128.156751004596
Fifth Beach LOW 2015 6,2015,Fifth Beach,LOW,6,0,0,37,0,0,0,0,0,0,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.5,5,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,3,0,7,0,0.5,0,0,0,2,2,0,0,21,0,0,0,0.5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0.5,0,0,0.5,0,0,0,0,13,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,2015-06-16,11,SS,LML,NA,NA,NA,NA,NA,Fifth Beach LOW 2015,100,0,0,NA,NA,NA,151,51.6408142897987,-128.156790305751
Fifth Beach LOW 2015 7,2015,Fifth Beach,LOW,7,0.5,0,4,0,0,0,0,0,0,0,1,0,0,0.5,0,0,0,0,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0.5,0,0,0,0,1,0,1,0,0,0,0,0,0,28,0,0.5,0,0,0,1,0,0,0,2.5,0,0,0.5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,32,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,2015-06-16,14,SS,LML,NA,NA,NA,NA,NA,Fifth Beach LOW 2015,100,0,0.5,NA,NA,NA,147,51.640802909711,-128.156829605275
Fifth Beach LOW 2015 8,2015,Fifth Beach,LOW,8,0,0,16,0,0,0.5,0,0,0,0,0.5,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,15,0,2,0,0,0,1,0,0,0,5,1,0,2,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,39,0,0,9,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,0,2015-06-16,15,PTM,PTM,NA,NA,NA,NA,NA,Fifth Beach LOW 2015,100,0,0,NA,NA,NA,136,51.6407991103622,-128.156842706669
Fifth Beach LOW 2015 9,2015,Fifth Beach,LOW,9,0,0,7,1,3,0,0,0,0.5,0,1,0,0,0.5,0,0,0,0,6,0,0,0,0,0,0,0,0,0.5,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0.5,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,2.5,0.5,0,0.5,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,19,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-06-16,21,SCL,SCL,NA,NA,NA,NA,NA,Fifth Beach LOW 2015,100,0.5,0,NA,NA,NA,228,51.6407763411685,-128.156921308702
Fifth Beach LOW 2016 1,2016,Fifth Beach,LOW,1,0,0,0,0,0,0,0,0,0.5,0,1,0,0,5,0,0,0.5,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,2,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,5,0,15,0,0.5,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,2016-06-07,2,SCL,SCL,100,NA,NA,NA,NA,Fifth Beach LOW 2016,NA,5,NA,NA,NA,NA,152,51.640848447932,-128.156672402393
Fifth Beach LOW 2016 10,2016,Fifth Beach,LOW,10,0,0,3,0,0,0.5,0,0,0,0,2.5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,2.5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,10,0,0,0,2,0,0,0,0,0,21,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2016-06-07,24,SS,Andrew,100,NA,NA,NA,NA,Fifth Beach LOW 2016,NA,NA,NA,NA,NA,NA,211,51.6407643555966,-128.156962696069
Fifth Beach LOW 2016 2,2016,Fifth Beach,LOW,2,0,0,0,0,0,0,0,0,0,0,1.5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,24,0,0,0,2,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,2016-06-07,5,SCL,SCL,100,NA,NA,NA,NA,Fifth Beach LOW 2016,NA,>25,15,NA,NA,NA,138,51.640837058904,-128.156711703587
Fifth Beach LOW 2016 3,2016,Fifth Beach,LOW,3,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,1,0,1,1,0,0,12,0,0,0,0.5,0,0,0,0,0,0,11,0,0,12,0,0,0,0,0,0.5,0,9,0,14,0,0,1,0,0,0,0,27,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,2016-06-07,8,SS,Andrew,100,NA,NA,NA,NA,Fifth Beach LOW 2016,NA,15,3,NA,NA,NA,115,51.6408256788532,-128.156751004596
Fifth Beach LOW 2016 4,2016,Fifth Beach,LOW,4,0,0,0,0,6,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0.5,0,0,0,0.5,2,0,0.5,2,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,52,0,0,0.5,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,2016-06-07,14,SS,Andrew,100,NA,NA,NA,NA,Fifth Beach LOW 2016,NA,NA,NA,NA,NA,NA,147,51.640802909711,-128.156829605275
Fifth Beach LOW 2016 5,2016,Fifth Beach,LOW,5,0.5,0,9,0,0,0,0,0,0,0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,3,0,0,0,2,0,0.5,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,12,0,0,0,3,0,0,0,0.5,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,2016-06-07,15,SS,Andrew,100,NA,NA,NA,NA,Fifth Beach LOW 2016,NA,NA,NA,NA,NA,NA,136,51.6407991103622,-128.156842706669
Fifth Beach LOW 2016 6,2016,Fifth Beach,LOW,6,0,0,7,0,0,2,0,0,0,0,20.5,0,0,7,0,0,0,0,6,0,0,0,0,0.5,0,0,0,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,9,0,25,0,0,0,0,0,2,0,0,0,0,0,12,0,0,0,1,0,0,0,0,0.5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-06-07,16,PTM,KGJ,100,NA,NA,NA,NA,Fifth Beach LOW 2016,NA,NA,NA,NA,NA,NA,152,51.6407953199921,-128.156855806448
Fifth Beach LOW 2016 7,2016,Fifth Beach,LOW,7,0,0,0,0,5,0,0,0,0.5,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,16,0,0,0.5,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-06-07,18,SCL,SCL,100,NA,NA,NA,NA,Fifth Beach LOW 2016,NA,NA,4,NA,NA,NA,207,51.6407877302673,-128.156882007612
Fifth Beach LOW 2016 8,2016,Fifth Beach,LOW,8,0,0,0,0,2,0,0,0,0.5,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,43,0,8,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,2016-06-07,20,SCL,SCL,100,NA,NA,NA,NA,Fifth Beach LOW 2016,NA,NA,1,NA,NA,NA,204,51.6407801405261,-128.156908207322
Fifth Beach LOW 2016 9,2016,Fifth Beach,LOW,9,0,0,0,0,6,0,0,0,0.5,0,0.5,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-06-07,21,SCL,SCL,100,NA,NA,NA,NA,Fifth Beach LOW 2016,NA,NA,0.5,NA,NA,NA,228,51.6407763411685,-128.156921308702
Fifth Beach LOW 2017 1,2017,Fifth Beach,LOW,1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,0,3,17,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5,0,58,0,0.5,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2017-05-25,3,SCL,SCL,100,NA,NA,NA,NA,Fifth Beach LOW 2017,NA,10,3,NA,NA,NA,137,51.6408446485905,-128.156685502367
Fifth Beach LOW 2017 10,2017,Fifth Beach,LOW,10,0,0,6,0,0,0,0,0,0,0,5,0,0,0.5,0,0,0,0,5,0,0.5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,2.5,0,6,4,0,0,0,0,0,0,0.5,1,0,0,0,0,0,0,1,0,0,0,0,0.5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0.5,1,0,0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-05-25,23,SS,KD,100,NA,NA,NA,NA,Fifth Beach LOW 2017,NA,2,2,NA,NA,NA,202,51.6407687514185,-128.15694750839901
Fifth Beach LOW 2017 2,2017,Fifth Beach,LOW,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11.5,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,9,0,0,0,0,0,0,29,0,0,3,0,0,0,0,0,1,0,3,0,0.5,0,0,0,0,0,0,0,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2017-05-25,5,LL,KJ,100,NA,NA,NA,NA,Fifth Beach LOW 2017,NA,5,NA,NA,NA,NA,138,51.640837058904,-128.156711703587
Fifth Beach LOW 2017 3,2017,Fifth Beach,LOW,3,0,0,8,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,3,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.5,14,0,0,10,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,0,1,0,0,2,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2017-05-25,6,SS,KD,100,NA,NA,NA,NA,Fifth Beach LOW 2017,NA,6,3,NA,NA,NA,128,51.6408332685486,-128.156724803388
Fifth Beach LOW 2017 4,2017,Fifth Beach,LOW,4,0,0,6,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,10,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,6,0,0,0,7,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,32,0,0.5,0,0,4,0,0,0,0,35,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2017-05-25,7,SCL,SCL,100,NA,NA,NA,NA,Fifth Beach LOW 2017,NA,2,NA,NA,NA,NA,166,51.6408294692012,-128.156737903354
Fifth Beach LOW 2017 5,2017,Fifth Beach,LOW,5,0,0,0,0,3,0,2,0,0,0,8,0,0,0.5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,14,0,0,0,1,0,0.5,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1,0,0,0,0,0,1,0,0,0,13,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.5,0,2017-05-25,9,LL,KJ,100,NA,NA,NA,NA,Fifth Beach LOW 2017,NA,NA,10,NA,NA,NA,165,51.6408218795029,-128.156764104557
Fifth Beach LOW 2017 6,2017,Fifth Beach,LOW,6,0.5,0,0.5,0,0,8,0,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0.5,0,0,0,1,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0.5,0,0,0,0.5,1,0,0.5,15,0,0,0,4,0,0,0,0,0,0,0,0,0,12,5,0,0,0,0,1,0,0,0,5,0,0,9,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.5,0,0.5,0,2017-05-25,11,SCL,SCL,100,NA,NA,NA,NA,Fifth Beach LOW 2017,NA,0.5,NA,NA,NA,NA,151,51.6408142897987,-128.156790305751
Fifth Beach LOW 2017 7,2017,Fifth Beach,LOW,7,0,0,9,0,4,0.5,0,0,0,0,1,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0.5,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2,0,0,6,0,0,2,0,0,0,0,0,0,26,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0.5,0.5,0,2017-05-25,12,SCL,SCL,100,NA,NA,NA,NA,Fifth Beach LOW 2017,NA,NA,NA,NA,NA,NA,150,51.6408104994345,-128.156803405539
Fifth Beach LOW 2017 8,2017,Fifth Beach,LOW,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2017-05-25,13,SS,KD,100,NA,NA,NA,NA,Fifth Beach LOW 2017,NA,NA,NA,NA,NA,NA,137,51.6408067000782,-128.156816505492
Fifth Beach LOW 2017 9,2017,Fifth Beach,LOW,9,0,0,13,0,2.5,0,0,0,0,0,6,0,0,1.5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-05-25,22,LL,KJ,100,NA,NA,NA,NA,Fifth Beach LOW 2017,NA,NA,NA,NA,NA,NA,200,51.6407725507895,-128.156934408468
Fifth Beach LOW 2018 1,2018,Fifth Beach,LOW,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,40,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,2018-06-13,2,SCL,SCL,100,NA,NA,NA,NA,Fifth Beach LOW 2018,NA,3,6,NA,NA,NA,152,51.640848447932,-128.156672402393
Fifth Beach LOW 2018 10,2018,Fifth Beach,LOW,10,0,0,20,0,2,0,0,0,3,0,3,0,0,2,0,0,2,0,8,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,2018-06-13,22,SMS,LJMC,100,NA,NA,NA,NA,Fifth Beach LOW 2018,NA,NA,11,NA,NA,NA,200,51.6407725507895,-128.156934408468
Fifth Beach LOW 2018 2,2018,Fifth Beach,LOW,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.5,0,0,0,0.5,2,0,0,17,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.5,0,59,0,5,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,1,0,0.5,0,2018-06-13,3,SCL,SCL,100,NA,NA,NA,NA,Fifth Beach LOW 2018,NA,7,3,NA,NA,NA,137,51.6408446485905,-128.156685502367
Fifth Beach LOW 2018 3,2018,Fifth Beach,LOW,3,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,2,0,5,0.5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.5,1,0,0,1.5,4,0,0,4,0,0,0,2,0,0,0,0,0,0,71,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,14,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,2018-06-13,5,LML,SRH,100,NA,NA,NA,NA,Fifth Beach LOW 2018,NA,80,NA,NA,NA,NA,138,51.640837058904,-128.156711703587
Fifth Beach LOW 2018 4,2018,Fifth Beach,LOW,4,0.5,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,1,0,3,0,0,0,0,0,0,0,0,14,0,0,38,0,0,0,4,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,27,0,4,0,0,2,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2.5,0,0,0,2018-06-13,6,SCL,SCL,100,NA,NA,NA,NA,Fifth Beach LOW 2018,NA,2,4,NA,NA,NA,128,51.6408332685486,-128.156724803388
Fifth Beach LOW 2018 5,2018,Fifth Beach,LOW,5,0,0,0,0,0,0,0,0,1,0,0.5,0,0,2,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0.5,0.5,0,8,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,1,0,3,0,0,0,0.5,0,0,0,1,0,0,1,7,0,0,0,4,0,0,0,0,0,0,18,0,0,0,1,0,0,0,0,0,0,27,0,0,0,0,1,0,0,0,0,18,0,0,0.5,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,1,0,2018-06-13,7,SMS,LJMC,100,NA,NA,NA,NA,Fifth Beach LOW 2018,NA,NA,NA,NA,NA,NA,166,51.6408294692012,-128.156737903354
